,0,1,2,3,4,5,6,7,8,9
0,0.4875,0.6292105263157894,0.7256578947368421,0.6453947368421052,0.6575,0.77,0.7061842105263157,0.7623684210526316,0.7322368421052632,0.675
1,0.6230263157894737,0.6867105263157894,0.8294736842105264,0.6648684210526316,0.7626315789473684,0.7552631578947369,0.7310526315789474,0.74,0.7889473684210526,0.7660526315789473
2,0.8175,0.6578947368421053,0.8364473684210526,0.8114473684210526,0.8426315789473684,0.633421052631579,0.6619736842105263,0.6688157894736843,0.6640789473684211,0.6848684210526316
3,0.8080263157894737,0.694078947368421,0.8055263157894736,0.6786842105263158,0.8175,0.8472368421052632,0.8138157894736842,0.7743421052631579,0.7498684210526316,0.8065789473684211
4,0.785921052631579,0.7664473684210527,0.751578947368421,0.6811842105263158,0.8106578947368421,0.7894736842105263,0.6703947368421053,0.734078947368421,0.8219736842105263,0.7492105263157894
5,0.8213157894736842,0.8097368421052632,0.4926315789473684,0.746578947368421,0.7731578947368422,0.6880263157894737,0.7639473684210526,0.7647368421052632,0.7963157894736842,0.6834210526315789
6,0.7419736842105263,0.6939473684210526,0.7303947368421052,0.7522368421052632,0.7157894736842105,0.7531578947368421,0.7005263157894737,0.7025,0.7646052631578948,0.5432894736842105
7,0.6935526315789474,0.7394736842105263,0.5188157894736842,0.6522368421052631,0.7880263157894737,0.7151315789473685,0.709078947368421,0.7076315789473684,,
8,,,,,,,,,,
9,,,,,,,,,,
