,0,1,2,3,4
0,0.6488333333333334,0.6215,0.369,0.6438333333333334,0.6656666666666666
1,0.6663333333333333,0.6651666666666667,0.5943333333333334,0.5936666666666667,0.6613333333333333
2,0.6165,0.676,0.6606666666666666,0.668,0.6736666666666666
3,0.6711666666666667,0.6216666666666667,0.6768333333333333,0.6838333333333333,0.6706666666666666
4,0.6783333333333333,0.6763333333333333,0.6226666666666667,0.6725,0.6815
5,0.675,0.6843333333333333,0.682,0.6311666666666667,0.6755
6,0.6751666666666667,0.6755,0.6723333333333333,0.6755,0.6498333333333334
7,0.677,0.6691666666666667,0.682,0.686,0.6796666666666666
8,0.6775,0.6735,0.6718333333333333,0.6668333333333333,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
45,,,,,
46,,,,,
47,,,,,
48,,,,,
49,,,,,
50,,,,,
51,,,,,
52,,,,,
53,,,,,
54,,,,,
55,,,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
86,,,,,
87,,,,,
88,,,,,
89,,,,,
90,,,,,
91,,,,,
92,,,,,
93,,,,,
94,,,,,
95,,,,,
96,,,,,
97,,,,,
98,,,,,
99,,,,,
